"","V1"
"3876",515292.114116158
"3877",478178.87969339
"3878",286160.550158858
"3879",672717.199394482
"3880",503896.982015252
"3881",278062.640789643
"3882",1496874.27861936
"3883",408610.897050997
"3884",480447.885776817
"3885",274032.493784449
"3886",2065555.12459305
"3887",736382.400874625
"3888",426799.220327926
"3889",205178.649742689
"3890",420700.068787831
"3891",381081.96207626
"3892",762165.525633947
"3893",1011501.6979094
"3894",533543.264511212
"3895",485713.349754713
"3896",347551.355098001
"3897",617046.006259609
"3898",474535.995239264
"3899",492749.015754839
"3900",595471.775191651
"3901",607495.919269166
"3902",468824.670459846
"3903",895284.186820032
"3904",279511.67545653
"3905",763405.877108667
"3906",861942.832412724
"3907",606265.727536768
"3908",557923.054061612
"3909",991901.689318364
"3910",355982.800206836
"3911",421122.14187658
"3912",329739.661934329
"3913",626055.307321614
"3914",375681.321923668
"3915",527476.298840269
"3916",694852.839754743
"3917",436733.626935602
"3918",435201.944640311
"3919",792680.82073305
"3920",836725.072254824
"3921",570920.744885143
"3922",942736.295356537
"3923",254312.555176425
"3924",820711.972536705
"3925",473285.952662097
"3926",481841.023892917
"3927",441985.571423737
"3928",803082.57931132
"3929",167165.058329426
"3930",546067.998805558
"3931",887323.87580101
"3932",501626.016561113
"3933",366637.606964882
"3934",820100.139524906
"3935",791697.049064983
"3936",459295.161665902
"3937",277792.423044698
"3938",312151.487317644
"3939",518273.05659054
"3940",1443826.00446611
"3941",1065251.33315461
"3942",1043351.37977442
"3943",403825.046462368
"3944",575046.346595301
"3945",641695.475585691
"3946",484655.122607805
"3947",984022.185812129
"3948",373612.16679872
"3949",634903.422475962
"3950",890307.583056064
"3951",620209.37567495
"3952",496031.803875243
"3953",698319.270140612
"3954",1055219.07024624
"3955",318258.078312728
"3956",702883.53248632
"3957",1496464.07763165
"3958",445098.844207439
"3959",478849.977940194
"3960",587047.713702314
"3961",571556.150066813
"3962",613398.200730701
"3963",643176.588385929
"3964",1321228.80444212
"3965",825488.918825577
"3966",243473.929764375
"3967",590933.662521153
"3968",349201.666061399
"3969",600777.38171839
"3970",437235.530452512
"3971",516410.623647962
"3972",483231.352806544
"3973",575048.047237075
"3974",578452.736849528
"3975",687403.36336155
"3976",225365.485260785
"3977",498923.916925075
"3978",534773.248949251
"3979",907392.679469042
"3980",531539.491585555
"3981",307851.887969264
"3982",1071262.29579978
"3983",723188.430409769
"3984",609633.917273534
"3985",560781.676417984
"3986",795351.881433308
"3987",504663.002275741
"3988",477395.864244441
"3989",286519.968254447
"3990",1012921.28952663
"3991",317074.554290022
"3992",472838.759929916
"3993",792040.290219261
"3994",742552.510799411
"3995",520603.361228038
"3996",375949.015397181
"3997",1293536.53995238
"3998",691464.226155773
"3999",197197.590307163
"4000",718176.05908665
"4001",321189.293152677
"4002",1212228.84709404
"4003",672445.150679555
"4004",532354.407232927
"4005",1075360.37761919
"4006",476597.249680349
"4007",517622.352583869
"4008",292576.567356903
"4009",540588.251071877
"4010",674439.392666594
"4011",495824.205860971
"4012",184632.629151582
"4013",542143.532809684
"4014",780489.666050932
"4015",604606.149249186
"4016",1105060.95365761
"4017",326391.228132045
"4018",1203513.13093711
"4019",282916.046778999
"4020",404250.929147786
"4021",385904.769967384
"4022",246857.977012414
"4023",1828955.3909783
"4024",315242.187087615
"4025",1103032.24394862
"4026",543920.741259442
"4027",671082.038056812
"4028",432089.378759678
"4029",727957.608727342
"4030",958867.716175996
"4031",1490033.71005758
"4032",539930.482508191
"4033",780401.171818521
"4034",758618.038605211
"4035",506946.990714051
"4036",536185.314863405
"4037",692238.548009761
"4038",635130.295812719
"4039",309277.44850222
"4040",1507630.64735346
"4041",414287.238124628
"4042",200004.191198433
"4043",451594.782665749
"4044",472377.648198875
"4045",433664.501384068
"4046",403721.756573944
"4047",436556.792175949
"4048",743695.532910678
"4049",133864.482206286
"4050",309699.792388627
"4051",246848.830501557
"4052",706859.260915328
"4053",435214.801319194
"4054",595768.281545697
"4055",451394.165134983
"4056",271899.604330228
"4057",898557.19367197
"4058",447477.655343962
"4059",1045814.89670015
"4060",178259.223577874
"4061",778292.982590945
"4062",680507.673328403
"4063",543285.967201013
"4064",687191.835478357
"4065",447044.065166277
"4066",503887.529644299
"4067",889760.607501169
"4068",437346.7881074
"4069",548846.758159162
"4070",494973.192925294
"4071",576370.418836172
"4072",467866.103573566
"4073",525939.199070652
"4074",375288.951084066
"4075",355311.69537332
"4076",589580.059820626
"4077",336538.787670159
"4078",180358.391900523
"4079",461255.869485559
"4080",289502.90185613
"4081",322436.990164522
"4082",329127.350993238
"4083",500807.808986486
"4084",472715.585864692
"4085",247911.140054463
"4086",717785.820970885
"4087",485768.269914967
"4088",537792.669100613
"4089",799916.164802786
"4090",279592.739940559
"4091",1478412.77784287
"4092",951874.096528308
"4093",1298728.63109321
"4094",1266726.8728093
"4095",392535.476487151
"4096",329764.999620842
"4097",452194.242764044
"4098",353211.830451514
"4099",427470.790636784
"4100",970125.084165743
"4101",557748.968132855
"4102",261364.811833212
"4103",527775.078141154
"4104",376083.087877275
"4105",829128.538507189
"4106",280682.305585935
"4107",1286915.13093195
"4108",508894.039137661
"4109",317705.660646606
"4110",996545.989407507
"4111",415000.862808912
"4112",553493.033623018
"4113",677930.892447835
"4114",658500.755287469
"4115",395202.607699906
"4116",228331.115795359
"4117",527011.505936444
"4118",498409.873122984
"4119",679805.104591843
"4120",430495.347873107
"4121",344016.53802322
"4122",871201.359438682
"4123",344083.03204434
"4124",268765.710934038
"4125",540735.233165945
"4126",440012.848580365
"4127",314982.79757919
"4128",366342.597939308
"4129",516479.952655275
"4130",786877.910968378
"4131",954959.723055632
"4132",555384.867464403
"4133",584248.519874324
"4134",830568.031260505
"4135",726605.669591271
"4136",460328.460402749
"4137",613751.78150417
"4138",1182130.56527614
"4139",1017043.89842931
"4140",1365172.79830795
"4141",159508.665678014
"4142",817376.800643566
"4143",296875.646521248
"4144",449650.050479716
"4145",675086.750042018
"4146",513890.952851675
"4147",313687.496299423
"4148",653182.107462324
"4149",273524.718991203
"4150",424050.207722876
"4151",378425.430006395
"4152",886169.377869554
"4153",473530.834800833
"4154",857681.193106534
"4155",695165.899037472
"4156",679199.045413169
"4157",535441.713927584
"4158",564127.862240231
"4159",483364.555524298
"4160",411548.431774256
"4161",322378.478272987
"4162",319920.699282627
"4163",726591.946381607
"4164",1165925.01373245
"4165",398231.691226687
"4166",234301.399241932
"4167",432516.542720757
"4168",612324.299597444
"4169",661967.442672947
"4170",452478.876158187
"4171",451260.698808915
"4172",441121.457434969
"4173",1657077.86104978
"4174",515090.373756018
"4175",600705.234040161
"4176",428002.130662743
"4177",452885.126240814
"4178",425207.221728868
"4179",475326.395995553
"4180",565016.629865604
"4181",826048.922515696
"4182",336002.258621982
"4183",824017.125264679
"4184",391893.542006427
"4185",472960.766213516
"4186",342207.667484966
"4187",1669342.28977019
"4188",1402863.93608685
"4189",423210.710097255
"4190",426086.294636514
"4191",1596809.20647273
"4192",391776.481228923
"4193",335903.814863042
"4194",388456.318740722
"4195",895015.58231229
"4196",747847.149055776
"4197",530493.77301657
"4198",242951.100448911
"4199",1009131.28379801
"4200",460006.323071963
"4201",479018.648421227
"4202",476252.77520411
"4203",431917.746798622
"4204",297190.613987598
"4205",967556.871847444
"4206",573591.385374331
"4207",721846.086696369
"4208",750366.617945753
"4209",623692.808328278
"4210",346944.496916655
"4211",1332396.71975015
"4212",549011.597075261
"4213",1314163.85403125
"4214",803085.716274775
"4215",418915.509067109
"4216",507173.205995781
"4217",410980.279079262
"4218",300903.197814107
"4219",393278.767786136
"4220",1553730.54687564
"4221",448946.63481016
"4222",613649.467761968
"4223",503135.323428386
"4224",574938.519684947
"4225",1088560.51145038
"4226",377377.290171031
"4227",529421.639080929
"4228",433666.139732095
"4229",336261.473739849
